name,sku,collection,product_type,price,product_dimension,shipping_dimension,net_weight,gross_weight,qty_per_carton,color,frame_type,cushion_info,description,tags,image_url,all_image_urls,url
Mirabella Club Chair,MBCC,Mirabella,Patio Furniture,$1361.00,"36.5""x25.3""x26""","37.5""x8.7""x32.3""",31.9 lbs,37.4 lbs,1,GE,Cast Aluminum Knock-Down,Purchase Separately,"Description Mirabella Club Chair Dimensions & Weight Product Dimension 36.5""x25.3""x26"" Arm Height 25.5"" Seat Height 12.5"" Shipping Dimension 37.5""x8.7""x32.3"" Net Weight 31.9 lbs Gross Weight 37.4 lbs QTY/CTN 1 Specifications Color GE Frame Type Cast Aluminum Knock-Down Cushion Purchase Separately Matching Cover C21; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","Mirabella, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/null_img_a96546e3-d523-4e52-8718-02792b4ec075.jpg?v=1741158576,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/null_img_a96546e3-d523-4e52-8718-02792b4ec075.jpg?v=1741158576 | https://cdn.shopify.com/s/files/1/0556/0729/6170/files/Mirabella-Set-2.jpg?v=1741158576 | https://cdn.shopify.com/s/files/1/0556/0729/6170/files/Mirabella-Set-7_4d65c6ac-ff27-4745-8980-ee3b3ded915c.jpg?v=1741158576,https://summersetcasual.com/products/mirabella-club-chair
JoLee Bench,JLBCH,Jolee,Patio Furniture,$690.00,"16.3""x45""x16""","4""x18""47""",,,1,BG,Aluminum Knock-Down,Purchase Separately,"Description JoLee Bench Dimensions & Weight Product Dimension 16.3""x45""x16"" Arm Height 0 Seat Height 0 Shipping Dimension 4""x18""47"" Net Weight lbs Gross Weight lbs QTY/CTN 1 Specifications Color BG Frame Type Aluminum Knock-Down Cushion Purchase Separately Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","Dining, JoLee",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLBCHcopy.jpg?v=1741158576,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLBCHcopy.jpg?v=1741158576,https://summersetcasual.com/products/jolee-bench
JoLee Armless Barstool,JLABS,Jolee,Patio Furniture,$748.00,"43.5""x22""x20.5""","22""x27.3""x32",32 lbs,45.1 lbs,1,BG,Aluminum Knock-Down,Purchase Separately,"Description JoLee Armless Barstool Dimensions & Weight Product Dimension 43.5""x22""x20.5"" Arm Height Seat Height 29"" Shipping Dimension 22""x27.3""x32 Net Weight 32 lbs Gross Weight 45.1 lbs QTY/CTN 1 Specifications Color BG Frame Type Aluminum Knock-Down Cushion Purchase Separately Matching Cover C11; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","2_pack, Bar, JoLee",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLABScopy.jpg?v=1741158577,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLABScopy.jpg?v=1741158577,https://summersetcasual.com/products/jolee-armless-barstool
Ottoman JoLee,OTJL,Jolee,Patio Furniture,$428.00,"11""x28""x24""","27""x14.1""x33""",18.9 lbs,26 lbs,1,BG,0,Purchase Separately,"Description Ottoman JoLee Dimensions & Weight Product Dimension 11""x28""x24"" Arm Height 0 Seat Height 0 Shipping Dimension 27""x14.1""x33"" Net Weight 18.9 lbs Gross Weight 26 lbs QTY/CTN 1 Specifications Color BG Frame Type 0 Cushion Purchase Separately Matching Cover OO; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","2_pack, JoLee, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/OTJLcopy.jpg?v=1741158578,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/OTJLcopy.jpg?v=1741158578,https://summersetcasual.com/products/ottoman-jolee
JoLee Barstool,JLBS,Jolee,Patio Furniture,$804.00,"43.5""x22""x20.5""","22""x27.3""x32",37.4 lbs,52.8 lbs,1,BG,Aluminum Knock-Down,Purchase Separately,"Description JoLee Barstool Dimensions & Weight Product Dimension 43.5""x22""x20.5"" Arm Height 37.2"" Seat Height 29"" Shipping Dimension 22""x27.3""x32 Net Weight 37.4 lbs Gross Weight 52.8 lbs QTY/CTN 1 Specifications Color BG Frame Type Aluminum Knock-Down Cushion Purchase Separately Matching Cover C11; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","2_pack, Bar, JoLee",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLBS1copy.jpg?v=1741158578,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLBS1copy.jpg?v=1741158578 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLBS001copy.jpg?v=1741158578 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLBS002copy.jpg?v=1741158579 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLBS2copy.jpg?v=1741158579 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLBS003copy.jpg?v=1741158579 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLBS004copy.jpg?v=1741158579 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLBSDetail1copy.jpg?v=1741158579 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLBSDetail2copy.jpg?v=1741158579,https://summersetcasual.com/products/jolee-barstool
Jolee Chaise Lounge,JLCL,Jolee,Patio Furniture,$1775.00,"39.3""x27.2""x77""","30""x10.2""x78.3""",28.6 lbs,41.8 lbs,1,BG,Aluminum Knock-Down,Purchase Separately,"Description Jolee Chaise Lounge Dimensions & Weight Product Dimension 39.3""x27.2""x77"" Arm Height Seat Height 11.5"" Shipping Dimension 30""x10.2""x78.3"" Net Weight 28.6 lbs Gross Weight 41.8 lbs QTY/CTN 1 Specifications Color BG Frame Type Aluminum Knock-Down Cushion Purchase Separately Matching Cover OL77; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","JoLee, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLCLcopy.jpg?v=1741158580,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLCLcopy.jpg?v=1741158580,https://summersetcasual.com/products/jolee-chaise-lounge
"25"" Square Accent Table JoLee",SQATJL25,Jolee,Patio Furniture,$846.00,"21.3""x25""x25""","27""x4.5""x27.5""",16.5 lbs,19.8 lbs,1,BG,Aluminum Knock-Down,,"Description Accent Table Jolee Dimensions & Weight Product Dimension 21.3""x25""x25"" Shipping Dimension 27""x4.5""x27.5"" Net Weight 16.5 lbs Gross Weight 19.8 lbs QTY/CTN 1 Specifications Color BG Frame Type Aluminum Knock-Down Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","JoLee, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQATJL25.jpg?v=1741158580,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SQATJL25.jpg?v=1741158580,https://summersetcasual.com/products/25-square-accent-table-jolee
"48"" x 25"" Coffee Table JoLee",CTJL4825,Jolee,Patio Furniture,$1114.00,"18""x48""x25""","26.8""x3.5""x50.3""",23.1 lbs,28.6 lbs,1,BG,Aluminum Knock-Down,,"Description Coffee Table Jolee Dimensions & Weight Product Dimension 18""x48""x25"" Shipping Dimension 26.8""x3.5""x50.3"" Net Weight 23.1 lbs Gross Weight 28.6 lbs QTY/CTN 1 Specifications Color BG Frame Type Aluminum Knock-Down Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","JoLee, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/CTJL4825copy.jpg?v=1741158581,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/CTJL4825copy.jpg?v=1741158581,https://summersetcasual.com/products/48-x-25-coffee-table-jolee
"96"" x 44"" Rectangle Dining Table JoLee",RCTDT9644JL,Jolee,Patio Furniture,$3090.00,"29""x96""x44""","47.3""x5.3""x97.5""",78 lbs,91.3 lbs,1,BG,Aluminum Knock-Down,,"Description Dining Table 96"" x 44"" Jolee Dimensions & Weight Product Dimension 29""x96""x44"" Shipping Dimension 47.3""x5.3""x97.5"" Net Weight 78 lbs Gross Weight 91.3 lbs QTY/CTN 1 Specifications Color BG Frame Type Aluminum Knock-Down Matching Cover T12078; Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","JoLee, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RCTDT9644JLcopy.jpg?v=1741158582,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RCTDT9644JLcopy.jpg?v=1741158582 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/17-083-112.jpg?v=1741158582,https://summersetcasual.com/products/96-x-44-rectangle-dining-table-jolee
"74"" x 36"" Rectangle Dining Table JoLee",RCTDT7436JL,Jolee,Patio Furniture,$2378.00,"29""x74""x36""","40.1""x4.5""x76.3""",56.3 lbs,67.1 lbs,1,BG,Aluminum Knock-Down,,"Description Dining Table 74"" x 36"" Jolee Dimensions & Weight Product Dimension 29""x74""x36"" Shipping Dimension 40.1""x4.5""x76.3"" Net Weight 56.3 lbs Gross Weight 67.1 lbs QTY/CTN 1 Specifications Color BG Frame Type Aluminum Knock-Down Matching Cover T10560; Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","JoLee, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RCTDT7436JLcopy.jpg?v=1741158583,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RCTDT7436JLcopy.jpg?v=1741158583,https://summersetcasual.com/products/74-x-36-rectangle-dining-table-jolee
JoLee Deep Seat Sofa,JLDSS,Jolee,Patio Furniture,$2483.00,"32""x92""x31.5""","30""x9""x85.5""",59.5 lbs,70.5 lbs,1,BG,Aluminum Knock-Down,Purchase Separately,"Description Jolee Sofa Dimensions & Weight Product Dimension 32""x92""x31.5"" Arm Height 24"" Seat Height 11.25"" Shipping Dimension 30""x9""x85.5"" Net Weight 59.5 lbs Gross Weight 70.5 lbs QTY/CTN 1 Specifications Color BG Frame Type Aluminum Knock-Down Cushion Purchase Separately Matching Cover OWSL; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","JoLee, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLDSScopy.jpg?v=1741158583,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLDSScopy.jpg?v=1741158583 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/17-083-046.jpg?v=1741158583,https://summersetcasual.com/products/jolee-deep-seat-sofa
JoLee Deep Seat Loveseat,JLDSLS,Jolee,Patio Furniture,$1952.00,"32""x64""x31.5""","33""x9""x58""",57 lbs,56 lbs,1,BG,Aluminum Knock-Down,Purchase Separately,"Description Jolee Loveseat Dimensions & Weight Product Dimension 32""x64""x31.5"" Arm Height 24"" Seat Height 11.25"" Shipping Dimension 33""x9""x58"" Net Weight 57 lbs Gross Weight 56 lbs QTY/CTN 1 Specifications Color BG Frame Type Aluminum Knock-Down Cushion Purchase Separately Matching Cover C22W; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","JoLee, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLDSLScopy.jpg?v=1741158584,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLDSLScopy.jpg?v=1741158584 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/17-083-047.jpg?v=1741158584,https://summersetcasual.com/products/jolee-deep-seat-loveseat
JoLee Club Chair,JLCC,Jolee,Patio Furniture,$1357.00,"32""x36""x31.5""","29.5""x33""x11.5""",34 lbs,38.5 lbs,1,BG,Aluminum Knock-Down,Purchase Separately,"Description Jolee Club Chair Dimensions & Weight Product Dimension 32""x36""x31.5"" Arm Height 24"" Seat Height 11.25"" Shipping Dimension 29.5""x33""x11.5"" Net Weight 34 lbs Gross Weight 38.5 lbs QTY/CTN 1 Specifications Color BG Frame Type Aluminum Knock-Down Cushion Purchase Separately Matching Cover C21W; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","JoLee, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLCC_1copy.jpg?v=1741158585,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLCC_1copy.jpg?v=1741158585 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLCCcopy.jpg?v=1741158585 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/17-083-045.jpg?v=1741158585,https://summersetcasual.com/products/jolee-club-chair
Jolee Dining Chair,JLDC,Jolee,Patio Furniture,$804.00,"35.5""x26""x23.5","25""x27""x10""",18 lbs,22 lbs,1,BG,Aluminum Knock-Down,Purchase Separately,"Description Jolee Dining Chair Dimensions & Weight Product Dimension 35.5""x26""x23.5x Arm Height 25.5"" Seat Height 16.5"" Shipping Dimension 25""x27""x10"" Net Weight 18 lbs Gross Weight 22 lbs QTY/CTN 1 Specifications Color BG Frame Type Aluminum Knock-Down Cushion Purchase Separately Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","JoLee, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLDC_1copy.jpg?v=1741158586,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLDC_1copy.jpg?v=1741158586 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLDC.jpg?v=1741158586 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/17-083-112_9cf15b41-8205-4903-af9f-b2de0e902e6d.jpg?v=1741158586,https://summersetcasual.com/products/jolee-dining-chair
"Rectangle Chat Firepit Table 52"" x 32"" JoLee",FPRCCH5232JL,Jolee,Patio Furniture,$3715.00,"25""x52""x32""","B:26""x28.3""x47""",29.5 lbs,36.5 lbs,1PC/2CTN,BG,Aluminum Knock-Down,,"Description 52"" x 32"" Rectangle Firepit JoLee Dimensions & Weight Product Dimension 25""x52""x32"" Shipping Dimension B:26""x28.3""x47"" T:34""x2.8""x53.8"" Net Weight 29.5 lbs Gross Weight 36.5 lbs QTY/CTN 1PC/2CTN Specifications Color BG Frame Type Aluminum Knock-Down Matching Cover T5232; Table only Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents","Fire Table, JoLee, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRCCH5232JLcopy.jpg?v=1741158587,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRCCH5232JLcopy.jpg?v=1741158587 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRCCH5232JL_1copy.jpg?v=1741158587 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/FPRCCH5232JL_3copy.jpg?v=1741158587,https://summersetcasual.com/products/rectangle-chat-firepit-table-52-x-32-jolee
"Athena Dark Square Ottoman 30""",ATDSQOT30,Athena Dark,Patio Furniture,$762.00,"10""x30""x30""","18""x31.5""x31.5""",11.7 lbs,23 lbs,1,Dark Grey,Wicker Knock-Down,Purchase Separately,"Description Athena Dark Square Ottoman 30"" Dimensions & Weight Product Dimension 10""x30""x30"" Arm Height 0 Seat Height 10"" Shipping Dimension 18""x31.5""x31.5"" Net Weight 11.7 lbs Gross Weight 23 lbs QTY/CTN 1 Specifications Color Dark Grey Frame Type Wicker Knock-Down Cushion Purchase Separately Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents",Athena Dark,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDSQOT30.jpg?v=1741158590,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDSQOT30.jpg?v=1741158590 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDSQOT30_1.jpg?v=1741158590,https://summersetcasual.com/products/athena-dark-square-ottoman-30
Athena Dark Square Deep Seat Sofa,ATDDSSAZ,Athena Dark,Patio Furniture,$2306.00,30.3''x32.7''x85'',34'',110 lbs,136.4 lbs,2,Dark Grey,Wicker/Aluminum Frame Fully Welded,Purchase Separately,"Description Athena Dark Sofa Dimensions & Weight Product Dimension 30.3''x32.7''x85'' Arm Height 23"" Seat Height 10"" Shipping Dimension 34'' x45'' x93'' Net Weight 110 lbs Gross Weight 136.4 lbs QTY/CTN 2 Specifications Color Dark Grey Frame Type Wicker/Aluminum Frame Fully Welded Cushion Purchase Separately Matching Cover C23W; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","2_pack, Athena Dark, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDDSSAZ.jpg?v=1741158591,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDDSSAZ.jpg?v=1741158591,https://summersetcasual.com/products/athena-dark-square-deep-seat-sofa
Athena Dark Square Deep Seat Loveseat,ATDDSLSAZ,Athena Dark,Patio Furniture,$1716.00,30.3''x32.7''x62.2'',34'',88 lbs,110 lbs,2,Dark Grey,Wicker/Aluminum Frame Fully Welded,Purchase Separately,"Description Athena Dark Loveseat Dimensions & Weight Product Dimension 30.3''x32.7''x62.2'' Arm Height 23"" Seat Height 10"" Shipping Dimension 34'' x45'' x68'' Net Weight 88 lbs Gross Weight 110 lbs QTY/CTN 2 Specifications Color Dark Grey Frame Type Wicker/Aluminum Frame Fully Welded Cushion Purchase Separately Matching Cover C22W; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","2_pack, Athena Dark, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDDSLSAZ.jpg?v=1741158592,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDDSLSAZ.jpg?v=1741158592,https://summersetcasual.com/products/athena-dark-square-deep-seat-loveseat
Athena Dark Square Club Chair Swivel,ATDCCSAZ,Athena Dark,Patio Furniture,$1470.00,30.3''x32.7''x36.8'',34'',0 lbs,0 lbs,1,Dark Grey,Wicker/Aluminum Frame Fully Welded,Purchase Separately,"Description Athena Dark Club Chair Swivel Dimensions & Weight Product Dimension 30.3''x32.7''x36.8'' Arm Height 23"" Seat Height 10"" Shipping Dimension 34'' x44'' x45'' Net Weight 0 lbs Gross Weight 0 lbs QTY/CTN 1 Specifications Color Dark Grey Frame Type Wicker/Aluminum Frame Fully Welded Cushion Purchase Separately Matching Cover C21W; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","2_pack, Athena Dark, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDCCSAZ.jpg?v=1741158593,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDCCSAZ.jpg?v=1741158593,https://summersetcasual.com/products/athena-dark-square-club-chair-swivel
Athena Dark Square Club Chair,ATDCCAZ,Athena Dark,Patio Furniture,$1142.00,30.3''x32.7''x36.8'',34'',63.8 lbs,79.2 lbs,2,Dark Grey,Wicker/Aluminum Frame Fully Welded,Purchase Separately,"Description Athena Dark Club Chair Dimensions & Weight Product Dimension 30.3''x32.7''x36.8'' Arm Height 23"" Seat Height 10"" Shipping Dimension 34'' x44'' x45'' Net Weight 63.8 lbs Gross Weight 79.2 lbs QTY/CTN 2 Specifications Color Dark Grey Frame Type Wicker/Aluminum Frame Fully Welded Cushion Purchase Separately Matching Cover C21W; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","2_pack, Athena Dark, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDCCAZ.jpg?v=1741158593,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDCCAZ.jpg?v=1741158593,https://summersetcasual.com/products/athena-dark-square-club-chair
Athena Dark Square Accent Table,ATDSQAT,Athena Dark,Patio Furniture,$648.00,18.1''x24.4''x24.4'',19'',15.84 lbs,25.3 lbs,1,Dark Grey,Wicker/Aluminum Frame Fully Welded,Purchase Separately,Description Athena Dark Square Accent Table Dimensions & Weight Product Dimension 18.1''x24.4''x24.4'' Arm Height 0 Seat Height 0 Shipping Dimension 19'' x25'' x25'' Net Weight 15.84 lbs Gross Weight 25.3 lbs QTY/CTN 1 Specifications Color Dark Grey Frame Type Wicker/Aluminum Frame Fully Welded Cushion Purchase Separately Matching Cover TA24; Warranty Wicker: 5 years; Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents,"Athena Dark, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSQAT_acc57f5c-c57e-4cc7-be13-069b4fa85ada.jpg?v=1741158594,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSQAT_acc57f5c-c57e-4cc7-be13-069b4fa85ada.jpg?v=1741158594 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSQAT_1.jpg?v=1741158594,https://summersetcasual.com/products/athena-dark-square-accent-table
Athena Dark Sectional Loveseat Right Arm,ATDSLSRA,Athena Dark,Patio Furniture,$2256.00,0,0,,,LR/CTN,Dark Grey,Wicker Knock-Down,Purchase Separately,Description Athena Dark Sectional Loveseat Right Arm Dimensions & Weight Product Dimension 0 Arm Height 0 Seat Height 0 Shipping Dimension 0 Net Weight lbs Gross Weight lbs QTY/CTN LR/CTN Specifications Color Dark Grey Frame Type Wicker Knock-Down Cushion Purchase Separately Matching Cover M407; Modular cover piece only available in Mercury series. Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents,Athena Dark,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDSLSRA.jpg?v=1741158595,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDSLSRA.jpg?v=1741158595,https://summersetcasual.com/products/athena-dark-sectional-loveseat-right-arm
Athena Dark Sectional Loveseat Left Arm,ATDSLSLA,Athena Dark,Patio Furniture,$2256.00,0,0,,,LR/CTN,Dark Grey,Wicker Knock-Down,Purchase Separately,Description Athena Dark Sectional Loveseat Left Arm Dimensions & Weight Product Dimension 0 Arm Height 0 Seat Height 0 Shipping Dimension 0 Net Weight lbs Gross Weight lbs QTY/CTN LR/CTN Specifications Color Dark Grey Frame Type Wicker Knock-Down Cushion Purchase Separately Matching Cover M409; Modular cover piece only available in Mercury series. Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents,Athena Dark,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDSLSLA.jpg?v=1741158595,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDSLSLA.jpg?v=1741158595,https://summersetcasual.com/products/athena-dark-sectional-loveseat-left-arm
Athena Dark Sectional Corner Club Chair,ATDSCC,Athena Dark,Patio Furniture,$1210.00,30.3''x32.7''x32.7'',41'',45.1 lbs,60.5 lbs,1,Dark Grey,Wicker Knock-Down,Purchase Separately,"Description Athena Dark Sectional Corner Club Chair Dimensions & Weight Product Dimension 30.3''x32.7''x32.7'' Arm Height 0 Seat Height 10"" Shipping Dimension 41'' x36'' x36'' Net Weight 45.1 lbs Gross Weight 60.5 lbs QTY/CTN 1 Specifications Color Dark Grey Frame Type Wicker Knock-Down Cushion Purchase Separately Matching Cover M404; Modular cover piece only available in Mercury series. Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Addit",Athena Dark,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATSCC.jpg?v=1741158597,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATSCC.jpg?v=1741158597,https://summersetcasual.com/products/athena-dark-sectional-corner-club-chair
Athena Dark Sectional Armless Club Chair,ATDSAC,Athena Dark,Patio Furniture,$814.00,30.3''x32.7''x24'',31'',22 lbs,33 lbs,1,Dark Grey,Wicker Knock-Down,Purchase Separately,"Description Athena Dark Sectional Armless Club Chair Dimensions & Weight Product Dimension 30.3''x32.7''x24'' Arm Height 0 Seat Height 10"" Shipping Dimension 31'' x25'' x36'' Net Weight 22 lbs Gross Weight 33 lbs QTY/CTN 1 Specifications Color Dark Grey Frame Type Wicker Knock-Down Cushion Purchase Separately Matching Cover M402; Modular cover piece only available in Mercury series. Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional",Athena Dark,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDSAC.jpg?v=1741158598,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDSAC.jpg?v=1741158598 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDSAC1.jpg?v=1741158598,https://summersetcasual.com/products/athena-dark-sectional-armless-club-chair
"Athena Dark Round Ottoman 44""",ATDROT44,Athena Dark,Patio Furniture,$829.00,"10""x44""x44""","13.5""x45""x45""",18.5 lbs,38 lbs,1,Dark Grey,Wicker Knock-Down,Purchase Separately,"Description Athena Dark Round Ottoman 44"" Dimensions & Weight Product Dimension 10""x44""x44"" Arm Height 0 Seat Height 10"" Shipping Dimension 13.5""x45""x45"" Net Weight 18.5 lbs Gross Weight 38 lbs QTY/CTN 1 Specifications Color Dark Grey Frame Type Wicker Knock-Down Cushion Purchase Separately Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents",Athena Dark,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDROT44.jpg?v=1741158599,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDROT44.jpg?v=1741158599,https://summersetcasual.com/products/athena-dark-round-ottoman-44
Athena Dark Coffee Table,ATDCT,Athena Dark,Patio Furniture,$1064.00,18.1''x48''x24.4'',19'',26.4 lbs,39.6 lbs,1,DG,Wicker/Aluminum Frame Fully Welded,,"Description Athena Dark Coffee Table Dimensions & Weight Product Dimension 18.1''x48''x24.4'' Shipping Dimension 19'' x25'' x49'' Net Weight 26.4 lbs Gross Weight 39.6 lbs QTY/CTN 1 Specifications Color DG Frame Type Wicker/Aluminum Frame Fully Welded Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents ""","Athena Dark, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDCT.jpg?v=1741158599,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDCT.jpg?v=1741158599,https://summersetcasual.com/products/athena-dark-coffee-table
Athena Curved Circular Sofa,ATDSCS,Athena Dark,Patio Furniture,$2461.00,"34""x84""x30""",43'',94.7978 lbs,152.1174 lbs,2,Dark Grey,Wicker/Aluminum Frame Fully Welded,Purchase Separately,"Description Athena Dark Curved Circular Sofa Dimensions & Weight Product Dimension 34""x84""x30"" Arm Height 0 Seat Height 13"" Shipping Dimension 43'' x49'' x83'' Net Weight 94.7978 lbs Gross Weight 152.1174 lbs QTY/CTN 2 Specifications Color Dark Grey Frame Type Wicker/Aluminum Frame Fully Welded Cushion Purchase Separately Matching Cover C302; Warranty Frames: 10 years; Wicker: 5 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents","2_pack, Athena Dark, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDSCS1.jpg?v=1741158600,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ATDSCS1.jpg?v=1741158600 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Circuler.jpg?v=1741158600,https://summersetcasual.com/products/athena-curved-circular-sofa
