id,sku,name,slug,collection,short_description,description,dimensions,specs,price,msrp,sale_price,category_id,is_active,available_online,created_at,updated_at
4165,45680,Low Back Dining Chair,low-back-dining-chair-sutton-homecrest,Sutton,Low Back Dining Chair — Homecrest Sutton collection.,"Low Back Dining Chair — Homecrest Sutton collection.

<p>The Sutton sling collection offers the refined comfort of Homecrest's signature double layer sling, perfect for al fresco dining or lounging. Sutton's geometric frame design contrasts with the gently curving sling seat to give outdoor spaces a refined, but energizing, aesthetic. The durable all-aluminum frame can be augmented with an add-on Wind Kit to add weight for windy environments.</p>","24.75"" W x 30"" D x 37"" H",{'Material': 'Sling | Aluminum'},,,,44,True,True,2026-06-01 06:37:05.715321+00:00,2026-06-08 21:38:24.380000+00:00
3946,10880,Low Back Swivel Rocker,low-back-swivel-rocker-blair-homecrest,Blair,Low Back Swivel Rocker — Homecrest Blair collection.,"Low Back Swivel Rocker — Homecrest Blair collection.

<p>Blair sling offers clean lines and an open design, making it endlessly adaptable across all environments and design preferences. Its gentle minimalism allows it to stay current and fresh, even as trends evolve over time. Solid aluminum and Homecrest's signature comfort make Blair a collection that is equally at home in commercial spaces and residential environments. When looking to furnish multiple areas at work or at play, complement Blair sling with air collections. Blair comes in two primary seating styles: dining and chaise. This makes Blair a prime option for homeowners who value versatility, as well as for fine dining and lounge environments.</p>","26.75"" W x 28"" D x 37"" H","{'Notes': 'Sling variant', 'Material': 'Sling | Aluminum'}",,,,43,True,True,2026-06-01 06:36:32.698557+00:00,2026-06-08 21:38:23.476000+00:00
4015,51880,Low Back Swivel Rocker,low-back-swivel-rocker-elements-homecrest,Elements,Low Back Swivel Rocker — Homecrest Elements collection.,"Low Back Swivel Rocker — Homecrest Elements collection.

<p>Uniquely transitional and highly functional, Homecrest’s Elements sling collection is an industry favorite. Subtle curves and clean angles combine to create a collection that can be artfully classic or freshly modern, depending on your design sensibilities and your outdoor space. Available in low back, high back, and balcony seating, Elements has the added versatility of complementing a wide range of deep seating styles with ease. Elements comes in low back, high back, balcony options, and more. This, in combination with its adaptable style, makes it highly suitable for homeowners who value versatility, as well as commercial environments such as hotel lounges, rooftop bars, and beyond.</p>","26"" W x 28.5"" D x 37"" H","{'Notes': 'Padded Sling SKU: 51890', 'Material': 'Sling | Aluminum'}",,,,43,True,True,2026-06-01 06:36:43.455248+00:00,2026-06-08 21:38:23.723000+00:00
4064,32880,Low Back Swivel Rocker,low-back-swivel-rocker-harbor-homecrest,Harbor,Low Back Swivel Rocker — Homecrest Harbor collection.,"Low Back Swivel Rocker — Homecrest Harbor collection.

<p>Our Harbor sling collection captures a classic maritime-inspired design, infused with Homecrest's signature style and quality. The all-aluminum frame ensures a low-maintenance and corrosion-free finish, while the custom-extruded arms are rounded into a graceful ellipse for comfort and style. Paired with our ultra-comfortable double-layer sling, Harbor offers the experience of a weekend getaway to a luxury resort.</p>","24.5"" W x 30"" D x 37"" H","{'Notes': 'Sling SKU: 32880, Padded Sling SKU: 32890', 'Material': 'Sling | Aluminum'}",,,,43,True,True,2026-06-01 06:36:51.268789+00:00,2026-06-08 21:38:23.944000+00:00
4069,2A880,Low Back Swivel Rocker,low-back-swivel-rocker-holly-hill-homecrest,Hill,Low Back Swivel Rocker — Homecrest Holly Hill collection.,"Low Back Swivel Rocker — Homecrest Holly Hill collection.

<p>A popular choice, our Holly Hill collection is made of aluminum and comes in a wide variety of styles, frames, and seating options. With a simple design and broad appeal, this classic Homecrest collection lends itself to any environment. Holly Hill is available in sling and padded sling. Be sure to view the Holly Hill cushion collection for complementary pieces. This collection is well suited to homeowners who enjoy a visual style that exudes luxury, as well as luxury environments such as fine dining establishments, high-end bars, and balcony lounges.</p>","24.5"" W x 30"" D x 37"" H","{'Notes': 'Sling SKU: 2A880, Padded Sling SKU: 2A890', 'Material': 'Sling | Aluminum'}",,,,43,True,True,2026-06-01 06:36:51.957066+00:00,2026-06-08 21:38:23.343000+00:00
4110,1K880,Low Back Swivel Rocker,low-back-swivel-rocker-kashton-homecrest,Kashton,Low Back Swivel Rocker — Homecrest Kashton collection.,"Low Back Swivel Rocker — Homecrest Kashton collection.

<p>Our Kashton collection is a treat for the eyes with its sleek, nearly aerodynamic frame design. Its full aluminum frame features arms that round at the front and trail at the back like a slipstream, evoking a sense of motion. In this way, Kashton is the perfect collection to add vibrant flair to any outdoor environment. This stationary, but dynamic, collection comes in dining, balcony, swivel rocker, and chaise seating styles. Because of this, Kashton lends itself to homeowners who value versatility, as well as a wide variety of design applications including fine dining, luxury resorts, poolside, and more.</p>","25"" W x 30"" D x 37"" H","{'Notes': 'Available in Sling (1K880) and Padded Sling (1K890)', 'Material': 'Sling | Aluminum'}",,,,43,True,True,2026-06-01 06:36:57.551359+00:00,2026-06-08 21:38:24.182000+00:00
4158,7A880,Low Back Swivel Rocker,low-back-swivel-rocker-stella-homecrest,Stella,Low Back Swivel Rocker — Homecrest Stella collection.,"Low Back Swivel Rocker — Homecrest Stella collection.

<p>Stella features elegantly sloped arms and our signature double-layer sling, providing a clean visual style and exceptional comfort. Whether gathered around a lively dining table or paired with an ottoman for quiet relaxation, Stella's craftsmanship and versatility are sure to be appreciated. With the Stella collection, style and function go hand in hand. These design choices make Stella an ideal choice for environments with even the most unpredictable climate. At Homecrest, we believe that style and function should go hand in hand. We make our products work for homeowners and designers alike.</p>","24.5"" W x 30"" D x 37"" H","{'Notes': 'Sling version', 'Material': 'Sling | Aluminum'}",,,,43,True,True,2026-06-01 06:37:04.670985+00:00,2026-06-08 21:38:24.358000+00:00
4166,45880,Low Back Swivel Rocker,low-back-swivel-rocker-sutton-homecrest,Sutton,Low Back Swivel Rocker — Homecrest Sutton collection.,"Low Back Swivel Rocker — Homecrest Sutton collection.

<p>The Sutton sling collection offers the refined comfort of Homecrest's signature double layer sling, perfect for al fresco dining or lounging. Sutton's geometric frame design contrasts with the gently curving sling seat to give outdoor spaces a refined, but energizing, aesthetic. The durable all-aluminum frame can be augmented with an add-on Wind Kit to add weight for windy environments.</p>","24.75"" W x 30"" D x 37"" H",{'Material': 'Sling | Aluminum'},,,,43,True,True,2026-06-01 06:37:05.854494+00:00,2026-06-08 21:38:24.383000+00:00
4186,91008,Ottoman Tray,ottoman-tray-urban-cushion-homecrest,Cushion,Ottoman Tray — Homecrest Urban Cushion collection.,"Ottoman Tray — Homecrest Urban Cushion collection.

<p>Featuring a modular design and clean, soft lines, Homecrest’s Urban collection has a contemporary appeal that is equally suited for backyards, apartment amenity decks, and everything in between. This collection is crafted with powder-coated aluminum and High Resilient, furniture-grade foam cushions. The built-in side tables are available in an HDPE woodgrain pattern or an all-aluminum panel.</p>",,{'Notes': 'Storm Finish'},,,,43,True,True,2026-06-01 06:37:08.581147+00:00,2026-06-08 21:38:24.426000+00:00
3980,9914A-DC,Ottoman,ottoman-blair-cushion-homecrest,Blair Cushion,Ottoman — Homecrest Blair Cushion collection.,"Ottoman — Homecrest Blair Cushion collection.

<p>With Homecrest’s Elements cushion collection, you no longer have to choose between style and comfort. This bold deep seating series merges the fresh, transitional design of Homecrest’s popular Elements collection with the supreme comfort of DreamCore™ technology. The luxurious seats and backrests feature High Resilient foam, ensuring durability, longevity, and unmatched comfort. Unlike conventional foam, Homecrest’s cushions offer exceptional elasticity, providing a superior seating experience. This makes it well suited for homeowners who value relaxation, as well as lounge environments such as hotels, resorts, and some public spaces.</p>",,"{'Depth': '27""', 'Width': '24""', 'Height': '16.5""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Seat Height': '16.5""'}",,,,43,True,True,2026-06-01 06:36:38.060257+00:00,2026-06-08 21:38:23.825000+00:00
3951,99120,Ottoman,ottoman-blair-homecrest,Blair,Ottoman — Homecrest Blair collection.,"Ottoman — Homecrest Blair collection.

<p>The Sutton sling collection offers the refined comfort of Homecrest's signature double layer sling, perfect for al fresco dining or lounging. Sutton's geometric frame design contrasts with the gently curving sling seat to give outdoor spaces a refined, but energizing, aesthetic. The durable all-aluminum frame can be augmented with an add-on Wind Kit to add weight for windy environments.</p>","20.5"" W x 20"" D x 16.5"" H","{'Notes': 'Arm Ht: N/A', 'Material': 'Sling | Aluminum'}",,,,43,True,True,2026-06-01 06:36:33.453494+00:00,2026-06-08 21:38:23.490000+00:00
4076,2212B,Ottoman,ottoman-holly-hill-cushion-homecrest,Cushion,Ottoman — Homecrest Holly Hill Cushion collection.,"Ottoman — Homecrest Holly Hill Cushion collection.

<p>Holly Hill cushion dining follows the design cues of our classic Holly Hill collection, evoking a sort of East Coast opulence with its high-backed, maritime-inspired design. It’s no wonder that Holly Hill cushion dining is a favorite amongst homeowners and designers; It blends comfort and style effortlessly, making it perfect for homeowners who love to entertain guests, as well as fine dining environments.</p>","20"" W x 17"" D x 17.5"" H",{'Notes': 'Arm Ht: N/A'},,,,43,True,True,2026-06-01 06:36:52.930290+00:00,2026-06-08 21:38:23.970000+00:00
4080,21120,Ottoman,ottoman-infiniti-homecrest,Infiniti,Ottoman — Homecrest Infiniti collection.,"Ottoman — Homecrest Infiniti collection.

<p>Infiniti is designed for ease of use in any space: at work or at play. Its flowing silhouette maximizes the surface area of our premium sling fabric while still maintaining sleek visuals. In addition, because of our double layer sling technology, Infiniti provides an exceptionally comfortable sit without any of the maintenance that is required by traditional cushions. This beautiful collection is sure to transform any outdoor space to become more attractive and inviting. Paired with its intelligently designed side, coffee, and corner table companion pieces, our armless Infiniti chat chairs are ideal for energizing homeowners’ existing outdoor setups, as well as otherwise standard waiting rooms.</p>","26.5"" W x 25.5"" D x 18"" H",{'Material': 'Sling | Aluminum'},,,,43,True,True,2026-06-01 06:36:53.476439+00:00,2026-06-08 21:38:23.987000+00:00
4119,1612A,Ottoman,ottoman-liberty-cushion-homecrest,Cushion,Ottoman — Homecrest Liberty Cushion collection.,"Ottoman — Homecrest Liberty Cushion collection.

<p>Liberty’s timeless design and unparalleled comfort from DreamCore™ cushions will enhance outdoor spaces for generations to come. Create an environment of relaxation and serenity with a full complement of deep seating pieces, all made in the USA. The crisp tailoring and clean lines will create an engaging ambiance that celebrates the past and the future. This collection is sure to make any outdoor space stylish and inviting. Liberty lends itself to environments where relaxation and connection are priorities. Its chat chair, swivel rockers, and more make it perfect for homeowners who crave comfort, as well as lounges in anywhere from luxury resort to multi-family living environments.</p>","27"" W x 27.5"" D x 16"" H","{'Notes': 'Arm Ht: N/A', 'Material': 'Aluminum'}",,,,43,True,True,2026-06-01 06:36:58.782216+00:00,2026-06-08 21:38:24.225000+00:00
4184,83120,Ottoman,ottoman-urban-cushion-homecrest,Cushion,Ottoman — Homecrest Urban Cushion collection.,"Ottoman — Homecrest Urban Cushion collection.

<p>Featuring a modular design and clean, soft lines, Homecrest’s Urban collection has a contemporary appeal that is equally suited for backyards, apartment amenity decks, and everything in between. This collection is crafted with powder-coated aluminum, a built-in side table on end units, and High Resilient, furniture-grade foam cushions. Add a taste of the city to any outdoor space with Urban.</p>",,{'Notes': 'Canvas Coal (Sunbrella) | Storm Finish'},,,,43,True,True,2026-06-01 06:37:08.325866+00:00,2026-06-08 21:38:24.419000+00:00
4191,1H12A-DC,Ottoman,ottoman-willow-cushion-homecrest,Cushion,Ottoman — Homecrest Willow Cushion collection.,"Ottoman — Homecrest Willow Cushion collection.

<p>Designed to endure the demands of outdoor living, our Willow collection boasts sleek lines, durable HDPE construction, and exceptionally comfortable all-weather cushions. The wood-look HDPE frame adds warmth and natural beauty, enhancing aesthetic appeal while ensuring resistance to the elements. Our High Resilient, furniture-grade foam cushions provide unparalleled comfort, creating the ultimate retreat. Versatile and customizable, Willow offers a range of modular pieces that allow for unlimited configurations, making it the perfect choice for any outdoor space.</p>",,"{'Depth': '30""', 'Width': '30""', 'Height': '18""', 'Weight': '0 lbs', 'Material': 'HDPE', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:37:09.372731+00:00,2026-06-08 21:38:24.442000+00:00
4062,2F120,Ottoman/Side Table (Stackable),ottoman-side-table-stackable-florida-metal-homecrest,Metal,Ottoman/Side Table (Stackable) — Homecrest Florida Metal collection.,"Ottoman/Side Table (Stackable) — Homecrest Florida Metal collection.

<p>The Florida collection is a long-standing commercial and hospitality favorite. The design is achieved by combining modern materials and original techniques to build a durable, maintenance-free collection with all the comfort and support expected from Homecrest. The quick-drying mesh design and seating options in stackable and chaise styles make Florida mesh well-suited to lake and poolside environments especially.</p>","23"" W x 23"" D x 16.5"" H","{'Notes': 'Arm Ht: N/A', 'Material': 'Expanded Mesh | Aluminum'}",,,,43,True,True,2026-06-01 06:36:51.005496+00:00,2026-06-08 21:38:23.937000+00:00
4107,SPLRPCADDY,Portable Seat Pad Caddy,portable-seat-pad-caddy-in-pool-series-homecrest,Series,Portable Seat Pad Caddy — Homecrest In-Pool Series collection.,"Portable Seat Pad Caddy — Homecrest In-Pool Series collection.

<p>Need to store or transport your In-Pool Series portable seat pads? Designed to make your life easier, the portable seat pad caddy can hold up to 10 portable seat pads, making it the perfect storage and transport solution. Finished in a sleek powder coated matte black, featuring a gently curved top handle, you can effortlessly carry your portable seat pads from one location to the next.</p>",,{'Material': 'Polyethylene'},,,,43,True,True,2026-06-01 06:36:57.151362+00:00,2026-06-08 21:38:24.171000+00:00
4102,SPLRP1UNIT,Portable Seat Pad,portable-seat-pad-in-pool-series-homecrest,Series,Portable Seat Pad — Homecrest In-Pool Series collection.,"Portable Seat Pad — Homecrest In-Pool Series collection.

<p>Our In-Pool Series portable seat pad is a waterproof, weatherproof cushion that provides much-needed, versatile poolside comfort. Available in Anthracite Grey, Light Blue, and Violet color options, the portable seat pad is made of the same high-quality material found in the cushioned soles of athletic shoes. It is durable, easy to clean, and remarkably soft, acting as a protective barrier that insulates you from hot, cold, or dirty seating surfaces. Available in Anthracite Grey, Light Blue, and Violet color options.</p>",,{'Material': 'Polyethylene'},,,,43,True,True,2026-06-01 06:36:56.501428+00:00,2026-06-08 21:38:24.151000+00:00
4011,CH-PAD,Removable Seat Pad (with Ties),removable-seat-pad-with-ties-echo-homecrest,Echo,Removable Seat Pad (with Ties) — Homecrest Echo collection.,"Removable Seat Pad (with Ties) — Homecrest Echo collection.

<p>Boden   Collection The Boden cushion collection blends bold, modern design with seamless curves and plush comfort, offering durable, weather-resistant luxury for outdoor living. Fog Finish The Fog frame finish blends the soothing neutrality of gray with warm taupe undertones, creating a versatile shade that complements both modern and classic styles. Surf Collection The Surf collection combines nature-inspired design with durable all-weather poly and aluminum materials, making it a stylish and practical choice for high-traffic outdoor spaces. Medley Collection The Medley collection offers the look of natural wood with the durability of powder-coated aluminum and all-weather poly creating a stylish, low-maintenance solution for outdoor dining.</p>","16"" W x 17"" D x 1"" H","{'Notes': 'Removable seat pad with ties', 'Material': 'Metal + Padded Seat | Steel'}",,,,43,True,True,2026-06-01 06:36:42.811415+00:00,2026-06-08 21:38:24.242000+00:00
4012,CH-PADNT,Removable Seat Pad (without Ties),removable-seat-pad-without-ties-echo-homecrest,Echo,Removable Seat Pad (without Ties) — Homecrest Echo collection.,"Removable Seat Pad (without Ties) — Homecrest Echo collection.

<p>Boden   Collection The Boden cushion collection blends bold, modern design with seamless curves and plush comfort, offering durable, weather-resistant luxury for outdoor living. Fog Finish The Fog frame finish blends the soothing neutrality of gray with warm taupe undertones, creating a versatile shade that complements both modern and classic styles. Surf Collection The Surf collection combines nature-inspired design with durable all-weather poly and aluminum materials, making it a stylish and practical choice for high-traffic outdoor spaces. Medley Collection The Medley collection offers the look of natural wood with the durability of powder-coated aluminum and all-weather poly creating a stylish, low-maintenance solution for outdoor dining.</p>","16"" W x 17"" D x 1"" H","{'Notes': 'Removable seat pad without ties', 'Material': 'Metal + Padded Seat | Steel'}",,,,43,True,True,2026-06-01 06:36:42.954406+00:00,2026-06-08 21:38:23.710000+00:00
3958,10AR392R,Right Arm Chat Chair,right-arm-chat-chair-blair-air-homecrest,Blair Air,Right Arm Chat Chair — Homecrest Blair Air collection.,"Right Arm Chat Chair — Homecrest Blair Air collection.

<p>The Blair air collection features the look and feel of a deep seating piece in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Blair air offers a versatile, stylish, and durable solution for your outdoor seating needs and coordinates with all Blair cushion sling pieces. Like Blair before it, Blair air’s light and fresh visual style lends itself to a wide variety of design aesthetics. But, because of its seating design, it performs especially well in climates with even the most intense rainfall.</p>","30.5"" W x 33"" D x 36"" H",{'Material': 'Aluminum'},,,,43,True,True,2026-06-01 06:36:34.550541+00:00,2026-06-08 21:38:23.524000+00:00
3972,8439R-DC,Right Arm Chat Chair,right-arm-chat-chair-blair-cushion-homecrest,Blair Cushion,Right Arm Chat Chair — Homecrest Blair Cushion collection.,"Right Arm Chat Chair — Homecrest Blair Cushion collection.

<p>Elevate your outdoor seating experience with our Blair collection. Blair redefines relaxation with its plush cushions and sleek metal back design features. The 8” cushions featuring DreamCore technology mean you can sink into a soft seat, enveloped in comfort. Crafted with precision and durability in mind, Blair's all-aluminum frame ensures longevity and stability for years to come. Designed for versatility, Blair offers a variety of modular pieces that allow for unlimited configurations, creating arrangements tailored to your unique needs. Note: This is not a standalone piece.</p>",,"{'Depth': '33""', 'Width': '28""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Arm Height': '24""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:36.746951+00:00,2026-06-08 21:38:23.567000+00:00
3985,8539R-DC,Right Arm Chat Chair,right-arm-chat-chair-blair-slip-cover-homecrest,Cover,Right Arm Chat Chair — Homecrest Blair Slip Cover collection.,"Right Arm Chat Chair — Homecrest Blair Slip Cover collection.

<p>Create the ultimate retreat with the refreshing style of our Blair collection. This deep seating series combines sophistication and comfort with fully upholstered backs and supremely comfortable DreamCore cushion technology. Outdoor elegance is effortless with this robust collection of modular and freestanding pieces, perfect for creating versatile seating arrangements. Whether you are selecting furniture for a home patio or a lively commercial space, Blair's pieces can be configured into anything from cozy conversation sets to plush, sprawling sectionals. Best of all, each frame, cover, and cushion is crafted by our skilled team in the USA. Note: This is not a standalone piece.</p>",,"{'Depth': '33""', 'Width': '28""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Arm Height': '24""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:38.837408+00:00,2026-06-08 21:38:23.612000+00:00
4022,51AR392R,Right Arm Chat Chair,right-arm-chat-chair-elements-air-homecrest,Air,Right Arm Chat Chair — Homecrest Elements Air collection.,"Right Arm Chat Chair — Homecrest Elements Air collection.

<p>The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.</p>","29.5"" W x 33"" D x 36"" H",{'Material': 'Sling | Aluminum'},,,,43,True,True,2026-06-01 06:36:44.493975+00:00,2026-06-08 21:38:23.757000+00:00
4039,5139R-DC,Right Arm Chat Chair,right-arm-chat-chair-elements-modular-homecrest,Modular,Right Arm Chat Chair — Homecrest Elements Modular collection.,"Right Arm Chat Chair — Homecrest Elements Modular collection.

<p>Elements modular takes the seating experience of our Elements cushion collection and pushes its visual appeal and design possibilities to the next level. Like all our modular seating styles, Elements modular (which its ultra-comfortable DreamCore™ cushion technology) can be arranged in nearly endless configurations. With this collection, aesthetic, function, and spatial design are fully in the hands of the homeowner or designer. This means Elements modular is sure to make an attractive addition to any outdoor space. Note: This is not a standalone piece.</p>",,"{'Depth': '33""', 'Width': '27.5""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Arm Height': '23.5""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:47.596767+00:00,2026-06-08 21:38:23.838000+00:00
4132,61AR39R,Right Arm Chat Chair,right-arm-chat-chair-revive-air-homecrest,Air,Right Arm Chat Chair — Homecrest Revive Air collection.,"Right Arm Chat Chair — Homecrest Revive Air collection.

<p>The mid-century was a great time for furniture design, with many styles setting the standard for which all subsequent designs are measured against. Decades later, Homecrest is helping the iconic “mid-century modern” style experience a renaissance with the benefits of modern technology. Enter: the Revive air collection. This collection uses our unique Sensation sling material—which offers incredible stretch, memory, and UV resistance—to provide the look and feel of a classic cushion, but with none of the restricting maintenance. The Revive air collection is a refreshing style on the eyes, offering a high-quality visual design that hasn’t been seen for many years. This gives the collection potential for homeowners with a refined sense of styles, as well as for designers of corporate environments where innovation and creativity are valued.</p>","30"" W x 33"" D x 35"" H",{'Material': 'Sensation Sling | Aluminum'},,,,43,True,True,2026-06-01 06:37:00.666108+00:00,2026-06-08 21:38:24.265000+00:00
4147,6139R-DC,Right Arm Chat Chair,right-arm-chat-chair-revive-modular-homecrest,Modular,Right Arm Chat Chair — Homecrest Revive Modular collection.,"Right Arm Chat Chair — Homecrest Revive Modular collection.

<p>Homecrest's Revive collection celebrates mid-century modern design and the artists who shaped a generation. Featuring our signature DreamCore cushion technology, Revive offers supreme comfort and a striking design aesthetic, plus all of the industry-leading quality specifications that are built into every piece of Homecrest furniture. Sit back, relax, and enjoy the sunshine knowing that this gorgeous furniture that celebrates a dynamic era will be enjoyed by generations to come. Note: This is not a standalone piece.</p>",,"{'Depth': '34""', 'Width': '28""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Arm Height': '25""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:37:02.978193+00:00,2026-06-08 21:38:23.518000+00:00
3962,10AR422R,Right Arm Loveseat,right-arm-loveseat-blair-air-homecrest,Blair Air,Right Arm Loveseat — Homecrest Blair Air collection.,"Right Arm Loveseat — Homecrest Blair Air collection.

<p>The Blair air collection features the look and feel of a deep seating piece in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Blair air offers a versatile, stylish, and durable solution for your outdoor seating needs and coordinates with all Blair cushion sling pieces. Like Blair before it, Blair air’s light and fresh visual style lends itself to a wide variety of design aesthetics. But, because of its seating design, it performs especially well in climates with even the most intense rainfall.</p>","56.5"" W x 33"" D x 36"" H",{'Material': 'Aluminum'},,,,43,True,True,2026-06-01 06:36:35.234817+00:00,2026-06-08 21:38:23.536000+00:00
3975,8442R-DC,Right Arm Loveseat,right-arm-loveseat-blair-cushion-homecrest,Blair Cushion,Right Arm Loveseat — Homecrest Blair Cushion collection.,"Right Arm Loveseat — Homecrest Blair Cushion collection.

<p>Elevate your outdoor seating experience with our Blair collection. Blair redefines relaxation with its plush cushions and sleek metal back design features. The 8” cushions featuring DreamCore technology mean you can sink into a soft seat, enveloped in comfort. Crafted with precision and durability in mind, Blair's all-aluminum frame ensures longevity and stability for years to come. Designed for versatility, Blair offers a variety of modular pieces that allow for unlimited configurations, creating arrangements tailored to your unique needs. Note: This is not a standalone piece.</p>",,"{'Depth': '33""', 'Width': '52""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Arm Height': '24""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:37.235248+00:00,2026-06-08 21:38:23.577000+00:00
3988,8542R-DC,Right Arm Loveseat,right-arm-loveseat-blair-slip-cover-homecrest,Cover,Right Arm Loveseat — Homecrest Blair Slip Cover collection.,"Right Arm Loveseat — Homecrest Blair Slip Cover collection.

<p>Create the ultimate retreat with the refreshing style of our Blair collection. This deep seating series combines sophistication and comfort with fully upholstered backs and supremely comfortable DreamCore cushion technology. Outdoor elegance is effortless with this robust collection of modular and freestanding pieces, perfect for creating versatile seating arrangements. Whether you are selecting furniture for a home patio or a lively commercial space, Blair's pieces can be configured into anything from cozy conversation sets to plush, sprawling sectionals. Best of all, each frame, cover, and cushion is crafted by our skilled team in the USA. Note: This is not a standalone piece.</p>",,"{'Depth': '33""', 'Width': '52""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Arm Height': '24""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:39.305638+00:00,2026-06-08 21:38:23.624000+00:00
4025,51AR422R,Right Arm Loveseat,right-arm-loveseat-elements-air-homecrest,Air,Right Arm Loveseat — Homecrest Elements Air collection.,"Right Arm Loveseat — Homecrest Elements Air collection.

<p>The Elements air collection features the appearance and comfort of deep seating in a foam-free, cushionless construction. Luxurious Sensation sling fabric is used for the ultimate in low-maintenance comfort and also features benefits such as exceptional shape retention and surface memory. Homecrest's double layer sling design is extremely comfortable and field replaceable. Elements offers a versatile, stylish, and low-maintenance solution for your outdoor seating needs. Elements air is the perfect collection for climates that experience high levels of rainfall. And, it achieves this practicality without sacrificing style: Elements air is a beautiful seating style that can make an outdoor space feel special. The comfortable double layer sling seating also secures Elements air as a prime option for environments where relaxation is the ultimate goal, such as lake cabin, poolside, fireside, or general lounge areas.</p>","55.5"" W x 33"" D x 36"" H",{'Material': 'Sling | Aluminum'},,,,43,True,True,2026-06-01 06:36:45.017573+00:00,2026-06-08 21:38:23.778000+00:00
4042,5142R-DC,Right Arm Loveseat,right-arm-loveseat-elements-modular-homecrest,Modular,Right Arm Loveseat — Homecrest Elements Modular collection.,"Right Arm Loveseat — Homecrest Elements Modular collection.

<p>Elements modular takes the seating experience of our Elements cushion collection and pushes its visual appeal and design possibilities to the next level. Like all our modular seating styles, Elements modular (which its ultra-comfortable DreamCore™ cushion technology) can be arranged in nearly endless configurations. With this collection, aesthetic, function, and spatial design are fully in the hands of the homeowner or designer. This means Elements modular is sure to make an attractive addition to any outdoor space. Note: This is not a standalone piece.</p>",,"{'Depth': '33""', 'Width': '51.5""', 'Height': '35""', 'Weight': '0 lbs', 'Material': 'Aluminum', 'Arm Height': '23.5""', 'Seat Height': '18""'}",,,,43,True,True,2026-06-01 06:36:48.088212+00:00,2026-06-08 21:38:23.848000+00:00
4136,61AR42R,Right Arm Loveseat,right-arm-loveseat-revive-air-homecrest,Air,Right Arm Loveseat — Homecrest Revive Air collection.,"Right Arm Loveseat — Homecrest Revive Air collection.

<p>The mid-century was a great time for furniture design, with many styles setting the standard for which all subsequent designs are measured against. Decades later, Homecrest is helping the iconic “mid-century modern” style experience a renaissance with the benefits of modern technology. Enter: the Revive air collection. This collection uses our unique Sensation sling material—which offers incredible stretch, memory, and UV resistance—to provide the look and feel of a classic cushion, but with none of the restricting maintenance. The Revive air collection is a refreshing style on the eyes, offering a high-quality visual design that hasn’t been seen for many years. This gives the collection potential for homeowners with a refined sense of styles, as well as for designers of corporate environments where innovation and creativity are valued.</p>","56.5"" W x 33"" D x 35"" H",{'Material': 'Sensation Sling | Aluminum'},,,,43,True,True,2026-06-01 06:37:01.274815+00:00,2026-06-08 21:38:24.283000+00:00
