id,name,sku,collection,short_description,description,dimensions,specs,materials
3235,Grand Stafford Lounge Chair,NC4331C,Grand Stafford,"The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.","The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.

<p>The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.</p>

<ul>
  <li>Thick-gauged, powder-coated aluminum frame finish offers long lasting durability and rust resistance.</li>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight..</li>
  <li>High-back design with plush headrest-style cushion provide the ultimate in comfort</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
</ul>",,,"['Aluminum', 'Wicker']"
3236,Grand Stafford Loveseat,NC4331LS,Grand Stafford,"The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.","The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.

<p>The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.</p>

<ul>
  <li>Thick-gauged, powder-coated aluminum frame finish offers long lasting durability and rust resistance.</li>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight..</li>
  <li>High-back design with plush headrest-style cushion provide the ultimate in comfort</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
</ul>",,,"['Aluminum', 'Wicker']"
3328,Grand Stafford Rectangular Coffee Table,NC4331CT-REC,Grand Stafford,The Grand Stafford Rectangular Coffee,"The Grand Stafford Rectangular Coffee

<p>The Grand Stafford Rectangular Coffee Table</p>

<ul>
  <li>Sturdy commercial grade aluminum frame</li>
  <li>HDPE resin is hand woven over the frame</li>
  <li>Durable resin weave gives this collection an elegant, understated style</li>
  <li>Weather & UV Resistant</li>
  <li>Glass Included</li>
</ul>",,,"['Aluminum', 'Wicker']"
3355,Grand Stafford Rectangular Ottoman,NC4331O-REC,Grand Stafford,"The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.","The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.

<p>The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.</p>

<ul>
  <li>Thick-gauged, powder-coated aluminum frame finish offers long lasting durability and rust resistance.</li>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight..</li>
  <li>High-back design with plush headrest-style cushion provide the ultimate in comfort</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
</ul>",,,"['Aluminum', 'Wicker']"
3237,Grand Stafford Sofa,NC43313S,Grand Stafford,"The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.","The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.

<p>The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.</p>

<ul>
  <li>Thick-gauged, powder-coated aluminum frame finish offers long lasting durability and rust resistance.</li>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight..</li>
  <li>High-back design with plush headrest-style cushion provide the ultimate in comfort</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
</ul>",,,"['Aluminum', 'Wicker']"
3329,Grand Stafford Square End Table,NC4331ET-SQ,Grand Stafford,The Grand Stafford Square End,"The Grand Stafford Square End

<p>The Grand Stafford Square End Table</p>

<ul>
  <li>Sturdy commercial grade aluminum frame</li>
  <li>HDPE resin is hand woven over the frame</li>
  <li>Durable resin weave gives this collection an elegant, understated style</li>
  <li>Weather & UV Resistant</li>
  <li>Glass Included</li>
</ul>",,,"['Aluminum', 'Wicker']"
5534,Hixon Arm Chaise,NC6401-ACL,Hixon 6400,,,"80"" x 30"" x 14"" H; Bed Width: 26""",,['Aluminum']
5535,Hixon Armless Chaise,NC6401-SACL,Hixon 6400,,,"80"" x 26"" x 14"" H",,['Aluminum']
5272,Hixon Dining Chair,NC6400DC-TAN,Hixon 6400,,,"26"" x 22"" x 34.6""",,['Aluminum']
5263,Hixon Lounge Chair,NC6400C-TAN,Hixon 6400,,,"30"" x 33"" x 28.7""",,['Aluminum']
5261,Hixon Loveseat,NC6400LS-TAN,Hixon 6400,,,"55.1"" x 33"" x 28.7""",,['Aluminum']
5266,Hixon Ottoman,NC6400O-REC-TAN,Hixon 6400,,,"29"" x 20"" x 15""",,['Aluminum']
5502,"Hixon Rectangle Dining Table 72""",NC2685DT-TN-72,Hixon 6400,,,"72"" x 41"" x 29"" H",,['Aluminum']
5503,"Hixon Rectangle Dining Table 83""",NC2685DT-TN-83,Hixon 6400,,,"83"" x 41"" x 29"" H",,['Aluminum']
5270,Hixon Sectional 90 Degree Corner,NC6400SCC-TAN,Hixon 6400,,,"32.8"" x 32.8"" x 28.7""",,['Aluminum']
5271,Hixon Sectional Corner End Table,NC6400CET-TAN,Hixon 6400,,,"32.9"" x 32.9"" x 20""",,['Aluminum']
5267,Hixon Sectional Left Arm Loveseat,NC6400LL-TAN,Hixon 6400,,,"52.6"" x 32.8"" x 28.7""",,['Aluminum']
5269,Hixon Sectional Middle Armless,NC6400SCM,Hixon 6400,,,"25.2"" x 32.8"" x 28.7""",,['Aluminum']
5268,Hixon Sectional Right Arm Loveseat,NC6400RL-TAN,Hixon 6400,,,"52.6"" x 32.8"" x 28.7""",,['Aluminum']
5264,Hixon Slat Coffee Table,NC6400CT-TAN,Hixon 6400,,,"35.4"" x 23.6"" x 17.7""",,['Aluminum']
5265,Hixon Slat Nesting Tables,NC6400NET-TAN,Hixon 6400,,,"Large: 18.9"" x 18.9"" x 21.6""; Small: 16.5"" x 16.5"" x 19.6""",,['Aluminum']
5260,Hixon Sofa,NC64003S-TAN,Hixon 6400,,,"80.3"" x 33"" x 28.7""",,['Aluminum']
5500,"Hixon Square Dining Table 33""",NC2685DT-TN-33,Hixon 6400,,,"33"" x 33"" x 29"" H",,['Aluminum']
5501,"Hixon Square Dining Table 41""",NC2685DT-TN-41,Hixon 6400,,,"41"" x 41"" x 29"" H",,['Aluminum']
5262,Hixon Swivel Rocker,NC6400SR-TAN,Hixon 6400,,,"30"" x 33"" x 28.7""",,['Aluminum']
3300,Jameson Extension Dining Table,NC2085-DT-67,Jameson,This teak extension dining table is the perfect size to seat up to 8 adults around. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.,"This teak extension dining table is the perfect size to seat up to 8 adults around. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.

<p>This teak extension dining table is the perfect size to seat up to 8 adults around. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.</p>

<ul>
  <li>You may choose to allow your teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for teak twice a year to preserve the natural wood/teak’s rustic finish</li>
  <li>Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.</li>
  <li>Plantation-grown teak is harvested from mature trees that are part of a replenished forestry program</li>
  <li>Base Material: Teak</li>
  <li>Top Color: Light Yellow</li>
  <li>Base Color: Light Yellow</li>
  <li>Seating Capacity When Fully Extended: 6</li>
  <li>Seating Capacity When Fully Collapsed: 8</li>
  <li>Table Mechanism: Drop Leaf</li>
  <li>Leaf Width Side to Side: 41″</li>
  <li>Leaf Length End to End: 20″</li>
  <li>Overall length when fully collapsed: 67″</li>
  <li>Overall length when fully extended: 87″</li>
  <li>Assembly Required: Yes</li>
  <li>Top Material: Teak</li>
  <li>Top Material Details: Plantation-grown teak</li>
</ul>","67/87""",,['Aluminum']
3248,Laguna Teak Lounge Chair,NC2015C,Laguna,"The Laguna Chair is 100% solid, plantation grown teak and partners with a cushion covered in fade- and mildew-resistant Sunbrella® fabric, creating comfortable seating for","The Laguna Chair is 100% solid, plantation grown teak and partners with a cushion covered in fade- and mildew-resistant Sunbrella® fabric, creating comfortable seating for

<p>The Laguna Chair is 100% solid, plantation grown teak and partners with a cushion covered in fade- and mildew-resistant Sunbrella® fabric, creating comfortable seating for 1.</p>

<ul>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Because the wood is reclaimed, it has already been aged and dried so there is no need for an additional step to control moisture.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Our Plantation Teak products ae plantation-grown and harvested from mature trees that are 50-60 years old.</li>
  <li>Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.</li>
  <li>This line of teak is part of a replenished forestry program, where a new tree is planted for each one that is harvested</li>
  <li>Our Plantation Teak is oven- or air-dried for moisture control.</li>
  <li>Grade B Teak.</li>
  <li>You may choose to allow your natural wood/teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural wood/teak’s golden finish.</li>
  <li>Natural teak may be cleaned using a wood cleaner, or lightly sanded with 600 (or higher) grit sandpaper.</li>
</ul>",,,['Aluminum']
